"id","sha1","rank","title","firstname","lastname","nation","wikidata","source"
871,"d70464dd71ea10a51157f3ffd0137687497cf11e",6,,"","von STEINMETZ",51,,1
872,"4244ce180cd9172333729af345f4e6e4f903b074",7,,"","von STEUBEN",52,,1
873,"8e766b2bbdb2a406fd1617d5b1af66a727fc1220",7,,"","von STUTTERHEIM",51,,1
874,"976e5c7f95f368808ccf1c4dd1764ab7ffd9c7f4",10,,"","von SYDOW",51,,1
875,"74ac7f85f784716e3cef47e2c3e047b55b1675a4",6,,"","von SYDOW",51,,1
876,"5fe3b26d2f693e50e380366cc70cda454a99a205",5,19,"","von THIELEMANN",51,,1
877,"2bc053a9a6fba935ee1f9550a67fccf08337ad28",7,,"","von THUMEN",51,,1
878,"d9760400f100c539b13ebd6d50eb556c7349cc82",6,,"","von TIPPELSKIRCH",51,,1
879,"ba94b713b410dd744b01e3c751a4a297a9944429",10,,"","von TIPPELSKIRCH",51,,1
880,"3aa8a0a59c3c42c42faed5b3ccacc712c2735d4c",6,,"","von TRECKOW II",51,,1
881,"7ad77dbff0db394850ee524c3c8d88e884db9ee1",10,,"","von UCKERMANN",51,,1
882,"c5603d7874cd9a715efc84a469150da099c6b8cb",13,,"","von UTHMANN",51,,1
883,"39713719bdd2ae271e23dd5b320d0e6681252014",7,,"","von VINCKE",49,,1
884,"60c448bb1bcade76ce9538160406477bef147e1d",6,,"","von WAHLEN-JURGASS",51,,1
885,"326e62061fd8d0ac8099bd19c92ae2eba4c74c7a",12,,"","von WANGENHEIM",51,,1
886,"2a6578d8622a1c0f2846d3668c1081bdfeabd2d1",9,,"","von WATZDORF",51,,1
887,"21e293ada6dfc01e2d74b1b4a46ec60686467c7b",9,,"","von WATZDORFF",51,,1
888,"9aa9d917c68a056b3c12b09e9d5de76d68f00cf4",12,,"","von WEISS",51,,1
889,"e73422d9f20f13137242508932f9174a50de52ab",10,,"","von WELLING",51,,1
890,"c9424555c7848c6ffa16c57dd31c3e5c3d28e1f8",10,20,"","von WESTPHALEN",49,,1
891,"82cbc776f74cfcc6165f5bc59951fca6c4bc134b",10,,"","von WEYHERS",52,,1
892,"4495b4e5f2c09f0d2287d6c53c70d89a1001a258",9,,"","von WIENSKOWSKY",51,,1
893,"0baa48c1c453bc4bf7b268dc1b0a36ec1c05972e",10,,"","von WINTERFELDT",51,,1
894,"37b6efbee93489d4459ea027c6f611f7b4ebc3db",9,,"","von WISSEL",49,,1
895,"ab8f4db5587346060391c80d30bfd9a3a6ed549d",9,,"A.A.","von WISSEL",47,,1
896,"b67aff625fa7d0173ca708ba1f0340d99e1c9eb0",9,,"F.","von WISSEL",47,,1
897,"c31b7ab3980f0b76fabc1877683271b44bfaa63a",9,,"","von WOISKI",51,,1
898,"e83a5cf2bd91c331474bc486bda390d25d887ad9",9,,"","von WURMB",49,,1
899,"db56c63e9b6089017a1cb0355062cdcabcd9443b",12,,"","von ZABOROWSKY",51,,1
900,"91b7e091cddd79c2dad2284ef9f4dfcc41b59efa",12,,"","von ZIETEN",51,,1
901,"d4038f18efb39d50dffe4bd4cba5c671a93541d8",5,,"","von ZIETEN II",51,,1
902,"46c6f5c770695041576dfb41ed6f3ee44b22bc31",12,,"","von ZINCKEN",51,,1
903,"fe7a65442bef0445f31859f1cef8f9bbf0e78559",7,,"","von ZSCHUSCHEN",51,,1
904,"ccdd48b5a2b1f2038d4edb9b6b27ab3703549a83",5,20,"F.","von der DECKEN",49,,1
